session,trial,staircase,letter,response,correct,soa1,soa2
1,1,2,A,A,True,12,12
1,1,3,L,D,False,12,12
1,2,2,A,A,True,12,13
1,2,3,K,K,True,11,13
1,3,2,H,H,True,11,13
1,3,3,F,F,True,11,13
1,4,2,K,K,True,11,13
1,4,3,F,F,True,10,13
1,5,2,S,S,True,10,12
1,5,3,F,F,True,10,12
1,6,2,J,J,True,10,12
1,6,3,L,L,True,9,12
1,7,2,G,G,True,9,12
1,7,3,A,A,True,9,12
1,8,2,F,F,True,9,11
1,8,3,F,F,True,8,11
1,9,2,D,D,True,8,11
1,9,3,G,G,True,8,11
1,10,2,H,H,True,8,11
1,10,3,K,K,True,7,11
1,11,2,S,S,True,7,10
1,11,3,A,A,True,7,10
1,12,2,H,A,False,7,10
1,12,3,J,J,True,8,10
1,13,2,J,J,True,8,10
1,13,3,J,J,True,8,10
1,14,2,K,K,True,8,9
1,14,3,A,A,True,7,9
1,15,2,G,G,True,7,9
1,15,3,J,J,True,7,9
1,16,2,H,S,False,7,9
1,16,3,K,K,True,8,9
1,17,2,J,J,True,8,8
1,17,3,G,G,True,8,8
1,18,2,J,J,True,8,8
1,18,3,H,H,True,7,8
1,19,2,H,H,True,7,8
1,19,3,S,S,True,7,8
1,20,2,F,H,False,7,7
1,20,3,H,S,False,8,7
1,21,2,F,F,True,8,8
1,21,3,H,F,False,8,8
1,22,2,A,A,True,8,9
1,22,3,S,S,True,7,9
1,23,2,A,A,True,7,9
1,23,3,J,J,True,7,9
1,24,2,D,D,True,7,9
1,24,3,F,F,True,6,9
1,25,2,A,A,True,6,8
1,25,3,S,S,True,6,8
2,1,2,F,A,False,6,8
2,1,3,F,A,False,7,8
2,2,2,S,S,True,7,9
2,2,3,F,H,False,7,9
2,3,2,J,S,False,7,10
2,3,3,L,K,False,8,10
2,4,2,D,D,True,8,11
2,4,3,G,G,True,8,11
2,5,2,F,F,True,8,11
2,5,3,K,K,True,7,11
2,6,2,L,D,False,7,11
2,6,3,G,G,True,8,11
2,7,2,F,F,True,8,10
2,7,3,F,F,True,8,10
2,8,2,S,S,True,8,10
2,8,3,K,K,True,7,10
2,9,2,G,G,True,7,10
2,9,3,H,H,True,7,10
2,10,2,A,A,True,7,9
2,10,3,D,D,True,6,9
2,11,2,D,D,True,6,9
2,11,3,K,K,True,6,9
2,12,2,L,K,False,6,9
