session,trial,staircase,orientation,response,correct,soa1,soa2
1,1,2,left,right,False,12,12
1,1,3,left,left,True,13,12
1,2,2,right,left,False,13,12
1,2,3,right,right,True,14,12
1,3,2,right,left,False,14,12
1,3,3,right,right,True,15,12
1,4,2,left,right,False,15,11
1,4,3,right,left,False,16,11
1,5,2,left,right,False,16,12
1,5,3,left,left,True,17,12
1,6,2,right,right,True,17,12
1,6,3,right,right,True,17,12
1,7,2,right,right,True,17,12
1,7,3,left,left,True,16,12
1,8,2,left,left,True,16,11
1,8,3,right,right,True,16,11
1,9,2,left,left,True,16,11
1,9,3,left,left,True,15,11
1,10,2,right,right,True,15,11
1,10,3,left,left,True,15,11
1,11,2,left,right,False,15,10
1,11,3,right,right,True,16,10
1,12,2,left,left,True,16,10
1,12,3,right,right,True,16,10
1,13,2,right,right,True,16,10
1,13,3,left,left,True,15,10
1,14,2,right,right,True,15,9
1,14,3,right,right,True,15,9
1,15,2,left,right,False,15,9
1,15,3,right,left,False,16,9
1,16,2,left,right,False,16,10
1,16,3,right,right,True,17,10
1,17,2,left,left,True,17,10
1,17,3,right,right,True,17,10
1,18,2,left,right,False,17,10
1,18,3,left,left,True,18,10
1,19,2,left,right,False,18,9
1,19,3,left,left,True,19,9
1,20,2,right,right,True,19,9
1,20,3,right,right,True,19,9
1,21,2,right,right,True,19,9
1,21,3,right,right,True,18,9
1,22,2,left,right,False,18,8
1,22,3,right,left,False,19,8
1,23,2,left,right,False,19,9
1,23,3,right,left,False,20,9
1,24,2,right,right,True,20,10
1,24,3,right,right,True,20,10
1,25,2,right,right,True,20,10
1,25,3,left,right,False,19,10
2,1,2,left,right,False,19,10
2,1,3,left,left,True,20,10
2,2,2,right,right,True,20,10
2,2,3,left,left,True,20,10
2,3,2,right,right,True,20,10
2,3,3,left,left,True,19,10
2,4,2,left,left,True,19,9
2,4,3,right,right,True,19,9
2,5,2,right,right,True,19,9
2,5,3,right,right,True,18,9
2,6,2,left,left,True,18,9
2,6,3,right,right,True,18,9
2,7,2,left,left,True,18,8
2,7,3,left,left,True,17,8
2,8,2,left,right,False,17,8
2,8,3,left,left,True,18,8
2,9,2,right,right,True,18,8
2,9,3,right,right,True,18,8
2,10,2,left,left,True,18,7
2,10,3,right,right,True,17,7
2,11,2,right,right,True,17,7
2,11,3,right,right,True,17,7
2,12,2,right,right,True,17,7
2,12,3,right,right,True,16,7
2,13,2,right,right,True,16,6
2,13,3,right,right,True,16,6
2,14,2,right,right,True,16,6
2,14,3,left,right,False,15,6
2,15,2,left,left,True,15,7
2,15,3,right,left,False,15,7
2,16,2,left,right,False,15,8
2,16,3,right,right,True,16,8
2,17,2,left,left,True,16,8
2,17,3,right,right,True,16,8
2,18,2,left,left,True,16,8
2,18,3,right,right,True,15,8
2,19,2,left,right,False,15,7
2,19,3,left,left,True,16,7
2,20,2,right,right,True,16,7
2,20,3,left,right,False,16,7
2,21,2,right,right,True,16,8
2,21,3,left,right,False,15,8
2,22,2,right,left,False,15,9
2,22,3,right,right,True,16,9
2,23,2,right,right,True,16,9
2,23,3,left,left,True,16,9
2,24,2,left,right,False,16,9
2,24,3,left,right,False,17,9
2,25,2,left,left,True,17,10
2,25,3,left,right,False,17,10
3,1,2,right,right,True,17,10
3,1,3,left,left,True,17,10
3,2,2,right,right,True,17,10
3,2,3,left,left,True,16,10
3,3,2,right,right,True,16,10
3,3,3,left,left,True,16,10
3,4,2,left,left,True,16,9
3,4,3,right,right,True,15,9
3,5,2,left,left,True,15,9
3,5,3,right,right,True,15,9
3,6,2,right,right,True,15,9
3,6,3,left,right,False,14,9
3,7,2,right,right,True,14,10
3,7,3,right,left,False,14,10
3,8,2,right,right,True,14,11
3,8,3,right,left,False,13,11
3,9,2,left,right,False,13,12
3,9,3,right,right,True,14,12
3,10,2,left,left,True,14,12
3,10,3,left,left,True,14,12
3,11,2,left,left,True,14,12
3,11,3,left,left,True,13,12
3,12,2,right,right,True,13,11
3,12,3,right,left,False,13,11
3,13,2,left,right,False,13,12
3,13,3,right,left,False,14,12
3,14,2,left,right,False,14,13
3,14,3,right,right,True,15,13
3,15,2,right,right,True,15,13
3,15,3,right,left,False,15,13
3,16,2,right,right,True,15,14
3,16,3,left,right,False,14,14
3,17,2,right,left,False,14,15
3,17,3,left,right,False,15,15
3,18,2,right,right,True,15,16
