session,trial,staircase,letter,response,correct,alpha1,alpha2
1,1,2,L,H,False,0.15,0.15
1,1,3,J,J,True,0.16,0.15
1,2,2,F,F,True,0.16,0.15
1,2,3,A,A,True,0.16,0.15
1,3,2,D,D,True,0.16,0.15
1,3,3,D,D,True,0.15,0.15
1,4,2,J,L,False,0.15,0.14
1,4,3,A,A,True,0.16,0.14
1,5,2,K,K,True,0.16,0.14
1,5,3,F,F,True,0.16,0.14
1,6,2,A,A,True,0.16,0.14
1,6,3,J,J,True,0.15,0.14
1,7,2,L,L,True,0.15,0.13
1,7,3,F,L,False,0.15,0.13
1,8,2,J,J,True,0.15,0.14
1,8,3,K,K,True,0.14,0.14
1,9,2,A,A,True,0.14,0.14
1,9,3,F,F,True,0.14,0.14
1,10,2,D,D,True,0.14,0.14
1,10,3,A,A,True,0.13,0.14
1,11,2,A,A,True,0.13,0.13
1,11,3,S,F,False,0.13,0.13
1,12,2,D,D,True,0.13,0.14
1,12,3,J,F,False,0.12,0.14
1,13,2,H,H,True,0.12,0.15
1,13,3,F,F,True,0.12,0.15
1,14,2,A,A,True,0.12,0.15
1,14,3,L,F,False,0.11,0.15
1,15,2,L,L,True,0.11,0.16
1,15,3,G,G,True,0.11,0.16
1,16,2,K,K,True,0.11,0.16
1,16,3,K,K,True,0.1,0.16
1,17,2,K,F,False,0.1,0.16
1,17,3,K,F,False,0.11,0.16
1,18,2,S,F,False,0.11,0.17
1,18,3,D,D,True,0.12,0.17
1,19,2,D,D,True,0.12,0.17
1,19,3,A,A,True,0.12,0.17
1,20,2,S,D,False,0.12,0.17
1,20,3,H,F,False,0.13,0.17
1,21,2,A,A,True,0.13,0.18
1,21,3,A,A,True,0.13,0.18
1,22,2,A,A,True,0.13,0.18
1,22,3,A,A,True,0.12,0.18
1,23,2,J,F,False,0.12,0.18
1,23,3,L,L,True,0.13,0.18
1,24,2,J,J,True,0.13,0.17
1,24,3,H,H,True,0.13,0.17
1,25,2,S,S,True,0.13,0.17
1,25,3,J,J,True,0.12,0.17
2,1,2,G,D,False,0.12,0.17
2,1,3,S,S,True,0.13,0.17
2,2,2,H,F,False,0.13,0.17
2,2,3,G,G,True,0.14,0.17
2,3,2,J,J,True,0.14,0.17
2,3,3,D,D,True,0.14,0.17
2,4,2,F,F,True,0.14,0.16
2,4,3,F,F,True,0.13,0.16
2,5,2,S,S,True,0.13,0.16
2,5,3,G,D,False,0.13,0.16
2,6,2,K,K,True,0.13,0.17
2,6,3,J,J,True,0.12,0.17
2,7,2,G,G,True,0.12,0.17
2,7,3,G,G,True,0.12,0.17
2,8,2,G,G,True,0.12,0.17
2,8,3,L,L,True,0.11,0.17
2,9,2,F,F,True,0.11,0.16
2,9,3,K,K,True,0.11,0.16
2,10,2,J,J,True,0.11,0.16
2,10,3,K,K,True,0.1,0.16
2,11,2,K,F,False,0.1,0.16
2,11,3,D,D,True,0.11,0.16
2,12,2,J,J,True,0.11,0.15
2,12,3,A,A,True,0.11,0.15
2,13,2,L,F,False,0.11,0.15
2,13,3,G,G,True,0.12,0.15
2,14,2,D,D,True,0.12,0.15
2,14,3,J,L,False,0.12,0.15
2,15,2,S,S,True,0.12,0.16
2,15,3,K,K,True,0.11,0.16
2,16,2,G,G,True,0.11,0.16
2,16,3,L,L,True,0.11,0.16
2,17,2,G,G,True,0.11,0.16
