session,trial,staircase,orientation,response,correct,diff1,diff2
1,1,2,right,right,True,15,15
1,1,3,left,right,False,15,15
1,2,2,left,left,True,15,16
1,2,3,right,right,True,14,16
1,3,2,left,left,True,14,16
1,3,3,left,right,False,14,16
1,4,2,right,left,False,14,17
1,4,3,right,right,True,15,17
1,5,2,left,right,False,15,17
1,5,3,right,left,False,16,17
1,6,2,right,right,True,16,18
1,6,3,right,right,True,16,18
1,7,2,right,left,False,16,18
1,7,3,left,right,False,17,18
1,8,2,left,left,True,17,19
1,8,3,left,left,True,17,19
1,9,2,right,right,True,17,19
1,9,3,left,left,True,16,19
1,10,2,right,right,True,16,19
1,10,3,left,left,True,16,19
1,11,2,right,right,True,16,18
1,11,3,right,left,False,15,18
1,12,2,left,right,False,15,19
1,12,3,left,left,True,16,19
1,13,2,right,right,True,16,19
1,13,3,left,left,True,16,19
1,14,2,right,right,True,16,19
1,14,3,right,left,False,15,19
1,15,2,left,right,False,15,20
1,15,3,left,right,False,16,20
1,16,2,left,right,False,16,21
1,16,3,left,right,False,17,21
1,17,2,left,left,True,17,22
1,17,3,left,left,True,17,22
1,18,2,right,left,False,17,22
1,18,3,left,left,True,18,22
1,19,2,right,right,True,18,22
1,19,3,right,right,True,18,22
1,20,2,left,left,True,18,21
1,20,3,left,right,False,17,21
1,21,2,right,right,True,17,22
1,21,3,right,right,True,17,22
1,22,2,left,right,False,17,22
1,22,3,left,left,True,18,22
1,23,2,right,right,True,18,22
1,23,3,right,right,True,18,22
1,24,2,left,left,True,18,21
1,24,3,left,right,False,17,21
1,25,2,right,right,True,17,22
1,25,3,right,right,True,17,22
2,1,2,right,right,True,17,22
2,1,3,left,right,False,17,22
2,2,2,right,left,False,17,23
2,2,3,left,left,True,18,23
2,3,2,left,left,True,18,23
2,3,3,left,left,True,18,23
2,4,2,right,right,True,18,23
2,4,3,right,right,True,17,23
2,5,2,right,right,True,17,22
2,5,3,right,right,True,17,22
2,6,2,left,right,False,17,22
2,6,3,left,left,True,18,22
2,7,2,right,right,True,18,22
2,7,3,right,right,True,18,22
2,8,2,right,right,True,18,21
2,8,3,right,right,True,17,21
2,9,2,right,right,True,17,21
2,9,3,right,right,True,17,21
2,10,2,right,right,True,17,21
2,10,3,left,right,False,16,21
2,11,2,left,right,False,16,22
2,11,3,right,right,True,17,22
2,12,2,left,right,False,17,22
2,12,3,right,left,False,18,22
2,13,2,left,left,True,18,23
2,13,3,left,right,False,18,23
2,14,2,right,left,False,18,24
2,14,3,right,right,True,19,24
2,15,2,left,right,False,19,24
2,15,3,left,left,True,20,24
2,16,2,right,left,False,20,24
2,16,3,left,left,True,21,24
2,17,2,right,right,True,21,23
2,17,3,left,left,True,21,23
2,18,2,left,left,True,21,23
2,18,3,left,right,False,20,23
2,19,2,right,right,True,20,24
2,19,3,right,right,True,20,24
2,20,2,left,right,False,20,24
2,20,3,left,left,True,21,24
2,21,2,right,left,False,21,24
2,21,3,right,left,False,22,24
2,22,2,right,right,True,22,25
2,22,3,right,right,True,22,25
2,23,2,left,left,True,22,25
2,23,3,right,right,True,21,25
2,24,2,right,right,True,21,25
2,24,3,right,right,True,21,25
2,25,2,left,right,False,21,24
2,25,3,right,left,False,22,24
3,1,2,left,left,True,22,24
3,1,3,right,right,True,22,24
3,2,2,right,right,True,22,24
3,2,3,left,left,True,21,24
3,3,2,right,right,True,21,24
3,3,3,left,right,False,21,24
3,4,2,right,right,True,21,25
3,4,3,right,right,True,20,25
3,5,2,left,left,True,20,25
3,5,3,left,left,True,20,25
3,6,2,right,left,False,20,25
3,6,3,right,right,True,21,25
3,7,2,left,right,False,21,24
3,7,3,right,right,True,22,24
3,8,2,left,left,True,22,24
3,8,3,left,right,False,22,24
3,9,2,left,left,True,22,25
3,9,3,left,left,True,21,25
3,10,2,right,left,False,21,25
3,10,3,left,left,True,22,25
3,11,2,left,left,True,22,25
3,11,3,right,right,True,22,25
3,12,2,left,left,True,22,24
3,12,3,left,right,False,21,24
3,13,2,right,right,True,21,25
3,13,3,right,right,True,21,25
3,14,2,left,left,True,21,25
3,14,3,right,right,True,20,25
3,15,2,left,left,True,20,25
3,15,3,left,right,False,20,25
3,16,2,left,left,True,20,26
3,16,3,left,right,False,19,26
3,17,2,left,left,True,19,27
3,17,3,right,right,True,19,27
3,18,2,left,left,True,19,27
3,18,3,right,right,True,18,27
3,19,2,left,left,True,18,27
3,19,3,left,left,True,18,27
3,20,2,left,left,True,18,26
3,20,3,right,right,True,17,26
3,21,2,right,right,True,17,26
3,21,3,left,left,True,17,26
3,22,2,left,right,False,17,26
3,22,3,right,left,False,18,26
3,23,2,right,right,True,18,27
3,23,3,right,right,True,18,27
3,24,2,left,right,False,18,27
3,24,3,left,left,True,19,27
3,25,2,left,right,False,19,27
3,25,3,left,left,True,20,27
4,1,2,left,left,True,20,27
4,1,3,left,left,True,20,27
4,2,2,left,left,True,20,27
4,2,3,right,right,True,19,27
4,3,2,right,left,False,19,27
4,3,3,left,left,True,20,27
4,4,2,left,left,True,20,26
4,4,3,left,left,True,20,26
4,5,2,left,right,False,20,26
4,5,3,left,left,True,21,26
4,6,2,right,right,True,21,26
4,6,3,left,left,True,21,26
4,7,2,right,right,True,21,25
4,7,3,right,right,True,20,25
4,8,2,left,left,True,20,25
4,8,3,left,left,True,20,25
4,9,2,right,right,True,20,25
4,9,3,left,left,True,19,25
4,10,2,left,left,True,19,24
4,10,3,right,left,False,19,24
4,11,2,right,right,True,19,25
4,11,3,left,left,True,18,25
4,12,2,left,left,True,18,25
4,12,3,left,left,True,18,25
4,13,2,left,left,True,18,25
4,13,3,right,left,False,17,25
4,14,2,right,left,False,17,26
4,14,3,right,right,True,18,26
4,15,2,left,left,True,18,26
4,15,3,right,right,True,18,26
4,16,2,right,left,False,18,26
4,16,3,left,right,False,19,26
4,17,2,right,right,True,19,27
4,17,3,left,left,True,19,27
4,18,2,left,left,True,19,27
4,18,3,right,right,True,18,27
4,19,2,right,right,True,18,27
4,19,3,left,right,False,18,27
4,20,2,left,right,False,18,28
4,20,3,left,left,True,19,28
4,21,2,left,left,True,19,28
4,21,3,left,left,True,19,28
4,22,2,left,right,False,19,28
4,22,3,right,left,False,20,28
4,23,2,left,left,True,20,29
4,23,3,right,right,True,20,29
4,24,2,right,left,False,20,29
4,24,3,left,left,True,21,29
4,25,2,right,right,True,21,29
4,25,3,left,left,True,21,29
5,1,2,left,right,False,21,29
5,1,3,left,left,True,22,29
5,2,2,right,right,True,22,29
5,2,3,right,right,True,22,29
5,3,2,right,right,True,22,29
5,3,3,right,right,True,21,29
5,4,2,right,right,True,21,28
5,4,3,right,right,True,21,28
5,5,2,left,right,False,21,28
5,5,3,left,left,True,22,28
5,6,2,left,left,True,22,28
5,6,3,right,right,True,22,28
5,7,2,right,right,True,22,27
5,7,3,left,left,True,21,27
5,8,2,left,right,False,21,27
5,8,3,left,left,True,22,27
5,9,2,left,right,False,22,27
5,9,3,left,left,True,23,27
5,10,2,left,left,True,23,26
5,10,3,left,left,True,23,26
5,11,2,left,left,True,23,26
5,11,3,right,right,True,22,26
5,12,2,left,left,True,22,26
5,12,3,right,right,True,22,26
5,13,2,right,left,False,22,25
5,13,3,left,right,False,23,25
5,14,2,left,left,True,23,26
5,14,3,left,left,True,23,26
5,15,2,left,left,True,23,26
5,15,3,left,left,True,22,26
5,16,2,left,left,True,22,26
5,16,3,left,left,True,22,26
5,17,2,left,left,True,22,25
5,17,3,left,left,True,21,25
5,18,2,left,left,True,21,25
5,18,3,left,left,True,21,25
5,19,2,right,right,True,21,25
5,19,3,right,right,True,20,25
5,20,2,left,left,True,20,24
5,20,3,left,left,True,20,24
5,21,2,left,left,True,20,24
5,21,3,right,right,True,19,24
5,22,2,left,right,False,19,24
5,22,3,right,left,False,20,24
5,23,2,right,right,True,20,25
5,23,3,left,left,True,20,25
5,24,2,right,right,True,20,25
5,24,3,left,right,False,19,25
5,25,2,right,right,True,19,26
5,25,3,left,left,True,19,26
